current_mret,current_sp500_ret,current_excess_ret,current_net_flow,current_mtna,current_exp_ratio,current_mgmt_fee,current_turn_ratio,current_age,current_tenure,fund_trailing_period_return,fund_trailing_max_drawdown,fund_trailing_beta_vs_sp500,trailing_avg_net_flow,trailing_sum_net_flow,trailing_avg_mtna,trailing_avg_exp_ratio,trailing_avg_mgmt_fee,trailing_avg_turn_ratio,trailing_avg_age,trailing_avg_tenure,yield10y,stock_allocation,bond_allocation,cash_allocation,portfolio_beta,technology_exposure,bond_money_exposure,indirect_equity_exposure,company_equity_exposure_proxy,top_holding_concentration,delta_stock,delta_beta,delta_technology,delta_bond_money,delta_indirect_equity,style_deviation_score,rolling_style_deviation_score,action_strength,manager_reliability_score,manager_defensive_score,manager_flow_score,manager_growth_tilt_score,holding_row_count,beta_matched_holding_count,non_individual_matched_holding_count
-0.0087590065,0.0047442738570946,-0.0135032803570946,5732000.0,5.75,,,,3.0,,,,,9220684.210526315,350386000.0,2.574324324324324,,,,1.2105263157894737,,2.21,0.4711,0.5288999999999999,-0.1651,0.0,0.0,0.346699867246,0.473799800875,0.0,0.8204996681210001,0.0044,0.0,0.0,-0.006300067899,0.001499919896,0.3451573103546369,0.0287188350341675,0.006300067899,0.8956862230389225,0.5232127534661067,0.919989205963705,0.664973129205618,10,0,10
0.0174270387666666,0.0321154892703232,-0.0146884505036565,9105000.0,58.43333333333333,0.0072666666666666,0.096,0.29,10.0,10.997033994980606,0.1790250517296646,-0.1013548586666666,0.4520764280934448,-1659650.0,-99579000.0,51.587222222222216,0.0063355555555555,0.1140666666666666,0.3186666666666667,7.583333333333333,8.4518366415697,1.68,,,0.0,0.0,0.0,0.407799854275,0.389299869538,0.0,0.797099723813,,0.0,0.0,-0.02980003357,0.037699985506,0.0725328835176146,0.0290357319874075,0.037699985506,0.5386513689461485,0.7336855891252315,0.6343014234635365,0.6440184256875762,10,0,10
-0.006435313,0.0020183437669574,-0.0084536567669573,0.0,8.8,0.0208,0.6880000000000001,1.1,5.0,,0.7240284454653101,-0.047497446,0.520043745989378,0.0,0.0,3.6675925925925927,0.0208,0.5978148148148149,0.322962962962963,3.0,,5.1,0.6537999999999999,0.2537,0.0925,0.2787180779102958,0.0661,0.1436,0.5120648522835817,0.2556,0.2891,0.0509999999999999,0.0263625646670582,0.0064,-0.0063999999999999,0.0,0.3689012932560962,0.4596599028875238,0.0509999999999999,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,9,5
0.0015074601,-0.0285579181556731,0.0300653782556731,0.0,16.2,0.0035,-0.285,0.55,3.0,,,,,0.0,0.0,10.47222222222222,0.0045069444444444,-0.5486944444444445,0.4155555555555555,1.75,,5.11,1.0,0.0,0.0,0.0,0.0,0.7621000000000001,0.238,0.0,1.0001,,0.0,0.0,0.0033,0.0009,0.3927032567085867,0.3927032567085867,0.0033,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,7,0,7
-0.0674024442,-0.0697220360914069,0.0023195918914068,-104660000.0,148.82,0.01358,0.414,2.15,14.0,,-0.1444964888203685,-0.1340876514,0.6853290811703516,-38796000.0,-2327760000.0,281.17033333333336,0.0130583333333333,0.4144366666666667,1.053,11.293333333333331,,2.87,6.870297508193,0.0,0.0,8.103909326807317,2.5599994659,2.243398857152,0.5608047276701625,6.870297508193,7.803397369352,6.262797508193,4.091435055106691,1.3500003814,-3.4341986179,0.0262780612529529,2.498217722381252,1.505859013514852,6.262797508193,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,7,5
0.0163838973,0.0237656838752282,-0.0073817865752282,0.0,16.360000000000003,0.0150999999999999,0.597,0.59,8.0,4.741957563312799,0.0509294464750511,-0.0874566296666666,0.593331484923383,0.0,0.0,48.736,0.0160689999999999,0.8717833333333334,1.424833333333333,5.924722222222221,2.2106776180698158,4.72,0.6351,0.3649,0.0,6.642859598608829,1.18,3.9,0.2610861170899851,7.62,12.78,,6.642859598608829,1.18,3.161086117089985,-0.7389138829100149,1.2844218451283549,0.8969517152423723,6.642859598608829,0.5094917742434651,0.2742853271914374,0.5974077447210416,0.3503703201914827,10,6,3
-0.045041705,-0.0503484279772448,0.0053067229772447,0.0,1197.1,0.0013,0.112,0.04,40.0,,0.4324343870366674,-0.052683062,0.3685485199946925,0.0,0.0,1157.811666666667,0.001325,0.1135,0.046,37.5,,3.69,0.574,0.3981,0.0268,0.0727980446405079,0.0,0.152899951935,0.5345266664172096,0.157699947358,0.2160999298109999,-0.0393,-0.0050442520285652,0.0,0.01980000496,0.0,0.4344941491037012,0.0167417672973974,0.0393,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,7,7
-0.0685783829999999,-0.0503484279772448,-0.0182299550227552,-27490000.0,82.8,0.01164,0.3696,1.65,7.4,0.0,0.3715838188539275,-0.0525162122,0.5040962641089166,-44506333.333333336,-2670380000.0,120.70433333333334,0.0120803333333333,0.4816533333333333,2.138,5.013333333333334,0.0,3.69,0.5574,0.4008,0.0339,0.3437389311567251,0.0,5.332998552335,0.5345266664172096,1.4799995422,6.1029985332350005,-2.3625991227000003,-1.3579033834652652,-0.779999733,-1.1444991208650004,0.0,1.0665368725385669,0.839750685924826,2.3625991227000003,0.6066650978719875,0.5017951497087115,0.7740841934831006,0.6618231495280675,10,1,9
0.00724790975,-0.0301219902352172,0.0373698999852172,-2976000.0,5.825,0.008375,0.1015,0.97,13.25,7.912388774811773,-0.0762655386444493,-0.141633794,0.694285494668881,-1393666.6666666667,-83620000.0,8.385277777777778,0.0080141666666666,0.0818749999999999,0.3791666666666666,10.875,5.368149669176363,1.65,,,0.0,0.0,0.0,0.5353536051294643,0.783599777224,0.0,0.783599777224,,0.0,0.0,0.0,-0.0049999427720001,0.1135382885841721,0.1403741870121735,0.0049999427720001,0.6383626506398284,0.3716524409519938,0.1971345206773258,0.3520074064038296,10,0,10
-0.0025023875,-0.0024532103711255,-4.917712887450012e-05,33254000.0,1485.15,0.00415,0.024,,11.0,,0.5759568978555951,-0.071603807,0.5156050454684498,55461066.66666666,3327664000.0,837.7125,0.00426,0.0339333333333333,,8.583333333333334,,2.32,,,0.0,0.0,0.0,0.3525998687759999,0.6347998809859999,0.0,0.987399749762,,0.0,0.0,-0.000600070953,-0.002499885562,0.4774913455976255,0.1418717024657103,0.002499885562,1.0,0.3167253759653163,0.9568913175470553,0.4890484577518855,10,0,10
